index	R_nought_1	R_nought_2	tr_11	tr_22	tr_12	tr_21	removal_rate	sampling_proba	infectious_time	tree_size	proportion_t22_t11	fraction_1
27540	1.988	4.242	1.63	3.478	0.005	0	0.82	1	1.22	454	2.134	1
27541	4.908	7.853	0.869	1.39	0.005	0	0.177	1	5.665	490	1.6	1
27542	3.339	9.753	0.945	2.76	0.005	0	0.283	1	3.539	485	2.921	1
27543	3.771	5.717	0.388	0.589	0.005	0	0.103	1	9.707	494	1.516	1
27544	3.028	8.618	0.521	1.482	0.005	0	0.172	1	5.812	479	2.846	1
27545	1.613	3.539	0.408	0.895	0.005	0	0.253	1	3.95	472	2.194	1
27546	4.571	12.127	2.628	6.973	0.005	0	0.575	1	1.738	481	2.653	1
27547	2.514	5.164	0.367	0.754	0.005	0	0.146	1	6.839	494	2.054	1
27548	1.645	3.779	0.176	0.404	0.005	0	0.107	1	9.324	477	2.297	1
27549	1.993	4.012	0.219	0.441	0.005	0	0.11	1	9.112	490	2.013	1
27550	2.368	5.354	0.341	0.771	0.005	0	0.144	1	6.937	478	2.261	1
27551	1.573	3.091	0.491	0.964	0.005	0	0.312	1	3.205	497	1.965	1
27552	2.291	5.874	1.178	3.019	0.005	0	0.514	1	1.945	492	2.564	1
27553	1.292	3.872	0.314	0.941	0.005	0	0.243	1	4.121	482	2.997	1
27554	2.419	6.79	0.3	0.842	0.005	0	0.124	1	8.056	454	2.807	1
27555	4.388	7.508	2.176	3.724	0.005	0	0.496	1	2.018	463	1.711	1
27556	4.716	11.342	1.287	3.096	0.005	0	0.273	1	3.663	499	2.405	1
27557	2.366	4.661	0.528	1.039	0.005	0	0.223	1	4.485	451	1.97	1
27558	1.742	4.648	0.254	0.679	0.005	0	0.146	1	6.857	473	2.668	1
27559	4.952	14.48	2.664	7.79	0.005	0	0.538	1	1.858	450	2.924	1
27560	4.316	11.472	1.148	3.052	0.005	0	0.266	1	3.757	489	2.658	1
27561	3.76	9.535	0.696	1.764	0.005	0	0.185	1	5.413	480	2.536	1
27562	3.079	9.126	1.367	4.052	0.005	0	0.444	1	2.252	459	2.964	1
27563	4.4	7.132	0.73	1.184	0.005	0	0.166	1	6.041	495	1.621	1
27564	1.347	3.512	0.521	1.359	0.005	0	0.387	1	2.584	453	2.607	1
27565	1.752	3.141	0.231	0.415	0.005	0	0.132	1	7.555	492	1.793	1
27566	2.316	6.346	0.322	0.882	0.005	0	0.139	1	7.181	468	2.74	1
27567	1.262	1.996	1.16	1.834	0.005	0	0.919	1	1.088	485	1.582	1
27568	3.648	10.371	1.255	3.568	0.005	0	0.344	1	2.907	485	2.843	1
27569	1.337	3.654	0.266	0.727	0.005	0	0.199	1	5.03	454	2.733	1
27570	4.157	8.085	0.553	1.075	0.005	0	0.133	1	7.514	483	1.945	1
27571	1.608	3.679	0.91	2.082	0.005	0	0.566	1	1.766	478	2.288	1
27572	1.849	5.495	0.279	0.83	0.005	0	0.151	1	6.634	486	2.972	1
27573	4.296	12.055	0.571	1.603	0.005	0	0.133	1	7.544	482	2.806	1
27574	4.967	11.851	1.262	3.01	0.005	0	0.254	1	3.932	490	2.386	1
27575	1.094	3.097	0.124	0.35	0.005	0	0.113	1	8.843	492	2.831	1
27576	1.988	3.221	0.382	0.618	0.005	0	0.192	1	5.196	450	1.62	1
27577	1.981	3.895	1.004	1.975	0.005	0	0.507	1	1.974	490	1.966	1
27578	3.608	8.923	3.146	7.781	0.005	0	0.872	1	1.147	472	2.473	1
27579	4.861	10.966	0.715	1.612	0.005	0	0.147	1	6.787	480	2.256	1
27580	4.422	10.135	2.304	5.28	0.005	0	0.521	1	1.921	497	2.292	1
27581	1.838	3.242	1.658	2.924	0.005	0	0.902	1	1.109	489	1.764	1
27582	3.467	7.243	2.0	4.179	0.005	0	0.577	1	1.734	492	2.089	1
27583	1.33	3.334	0.98	2.457	0.005	0	0.737	1	1.357	472	2.507	1
27584	2.495	7.201	0.788	2.276	0.005	0	0.316	1	3.164	497	2.886	1
27585	4.194	11.63	0.524	1.454	0.005	0	0.125	1	8.028	493	2.773	1
27586	1.873	4.329	0.266	0.615	0.005	0	0.142	1	7.041	484	2.311	1
27587	4.026	11.305	0.431	1.21	0.005	0	0.107	1	9.319	465	2.808	1
27588	1.14	2.521	0.223	0.494	0.005	0	0.196	1	5.112	479	2.211	1
27589	2.942	7.982	0.418	1.133	0.005	0	0.142	1	7.05	466	2.713	1
27590	2.349	6.829	0.836	2.431	0.005	0	0.356	1	2.81	483	2.907	1
27591	2.901	4.372	1.538	2.317	0.005	0	0.53	1	1.887	453	1.507	1
27592	2.058	3.097	0.288	0.434	0.005	0	0.14	1	7.146	452	1.505	1
27593	3.761	10.839	1.425	4.108	0.005	0	0.379	1	2.636	476	2.882	1
27594	3.948	10.245	1.473	3.821	0.005	0	0.373	1	2.681	474	2.595	1
27595	1.688	3.239	0.25	0.479	0.005	0	0.148	1	6.744	495	1.919	1
27596	4.362	7.978	0.541	0.989	0.005	0	0.124	1	8.081	452	1.829	1
27597	1.267	3.263	0.25	0.643	0.005	0	0.197	1	5.068	474	2.575	1
27598	2.392	4.301	1.505	2.705	0.005	0	0.629	1	1.59	464	1.798	1
27599	4.46	11.823	0.731	1.939	0.005	0	0.164	1	6.11	475	2.651	1
27600	4.363	8.87	2.168	4.408	0.005	0	0.497	1	2.014	460	2.033	1
27601	1.366	2.97	0.348	0.757	0.005	0	0.255	1	3.926	461	2.174	1
27602	2.397	5.798	0.292	0.707	0.005	0	0.122	1	8.167	495	2.419	1
27603	3.088	7.504	0.506	1.231	0.005	0	0.164	1	6.103	472	2.43	1
27604	3.413	8.84	0.655	1.697	0.005	0	0.192	1	5.199	473	2.59	1
27605	4.033	8.122	0.464	0.934	0.005	0	0.115	1	8.722	454	2.014	1
27606	4.677	13.096	0.903	2.528	0.005	0	0.193	1	5.182	478	2.8	1
27607	3.818	9.255	0.443	1.074	0.005	0	0.116	1	8.633	466	2.424	1
27608	4.006	7.611	0.889	1.69	0.005	0	0.222	1	4.495	497	1.9	1
27609	3.394	8.213	0.876	2.119	0.005	0	0.258	1	3.88	489	2.42	1
27610	2.818	8.451	0.406	1.217	0.005	0	0.144	1	6.943	456	2.999	1
27611	1.635	2.74	0.229	0.384	0.005	0	0.14	1	7.138	481	1.676	1
27612	2.543	5.727	0.331	0.745	0.005	0	0.13	1	7.679	488	2.252	1
27613	1.701	3.2	0.33	0.621	0.005	0	0.194	1	5.155	470	1.881	1
27614	4.475	8.977	3.052	6.122	0.005	0	0.682	1	1.466	474	2.006	1
27615	3.573	10.076	0.593	1.673	0.005	0	0.166	1	6.037	463	2.82	1
27616	1.437	2.677	0.182	0.34	0.005	0	0.127	1	7.899	499	1.863	1
27617	2.503	5.872	1.8	4.222	0.005	0	0.719	1	1.39	482	2.346	1
27618	2.306	6.323	1.215	3.332	0.005	0	0.527	1	1.897	474	2.742	1
27619	3.674	10.717	0.5	1.458	0.005	0	0.136	1	7.355	473	2.917	1
27620	4.856	9.833	1.253	2.537	0.005	0	0.258	1	3.871	469	2.025	1
27621	2.379	4.406	0.319	0.59	0.005	0	0.134	1	7.487	479	1.852	1
27622	2.034	5.038	0.212	0.524	0.005	0	0.104	1	9.589	454	2.477	1
27623	2.267	4.144	0.535	0.978	0.005	0	0.236	1	4.24	498	1.828	1
27624	2.055	3.701	0.29	0.522	0.005	0	0.141	1	7.092	464	1.801	1
27625	1.527	2.643	0.173	0.299	0.005	0	0.113	1	8.814	456	1.731	1
27626	1.617	3.65	0.226	0.511	0.005	0	0.14	1	7.154	492	2.257	1
27627	3.824	7.839	2.027	4.155	0.005	0	0.53	1	1.886	498	2.05	1
27628	3.882	8.245	0.559	1.187	0.005	0	0.144	1	6.928	454	2.124	1
27629	1.869	2.845	0.235	0.358	0.005	0	0.126	1	7.91	493	1.522	1
27630	2.151	4.498	0.28	0.585	0.005	0	0.13	1	7.701	477	2.091	1
27631	3.064	4.645	0.597	0.906	0.005	0	0.195	1	5.124	469	1.516	1
27632	1.967	5.456	0.197	0.546	0.005	0	0.1	1	9.952	489	2.774	1
27633	4.975	11.114	0.766	1.712	0.005	0	0.154	1	6.509	468	2.234	1
27634	2.638	5.218	0.361	0.715	0.005	0	0.137	1	7.288	477	1.978	1
27635	3.209	7.15	0.684	1.523	0.005	0	0.213	1	4.705	499	2.228	1
27636	1.178	2.351	0.973	1.942	0.005	0	0.826	1	1.21	455	1.996	1
27637	1.234	2.483	0.197	0.397	0.005	0	0.16	1	6.267	485	2.012	1
27638	3.267	9.121	0.51	1.423	0.005	0	0.156	1	6.409	468	2.792	1
27639	1.958	4.012	0.341	0.698	0.005	0	0.174	1	5.759	483	2.049	1
27640	1.743	3.93	0.859	1.937	0.005	0	0.493	1	2.028	493	2.255	1
27641	3.994	8.563	0.871	1.867	0.005	0	0.218	1	4.588	472	2.144	1
27642	4.949	12.585	0.515	1.309	0.005	0	0.104	1	9.645	475	2.543	1
27643	2.476	5.645	1.179	2.687	0.005	0	0.476	1	2.103	490	2.28	1
27644	1.351	2.287	0.141	0.238	0.005	0	0.104	1	9.613	499	1.693	1
27645	2.146	4.987	0.219	0.509	0.005	0	0.102	1	9.797	498	2.324	1
27646	1.982	5.843	0.264	0.777	0.005	0	0.133	1	7.519	497	2.948	1
27647	4.624	7.939	0.633	1.088	0.005	0	0.137	1	7.277	477	1.717	1
27648	2.617	6.752	0.445	1.148	0.005	0	0.17	1	5.894	451	2.58	1
27649	1.191	2.022	0.448	0.76	0.005	0	0.376	1	2.659	451	1.698	1
27650	1.472	4.192	0.484	1.379	0.005	0	0.329	1	3.042	484	2.848	1
27651	2.4	3.893	0.271	0.44	0.005	0	0.113	1	8.851	478	1.622	1
27652	2.434	7.102	0.406	1.186	0.005	0	0.167	1	5.981	456	2.918	1
27653	3.118	8.462	1.73	4.696	0.005	0	0.555	1	1.802	457	2.714	1
27654	2.254	6.219	1.062	2.929	0.005	0	0.471	1	2.121	471	2.759	1
27655	2.766	5.535	0.36	0.72	0.005	0	0.13	1	7.719	499	2.001	1
27656	3.447	5.202	0.352	0.531	0.005	0	0.102	1	9.817	495	1.509	1
27657	3.36	6.27	1.945	3.63	0.005	0	0.579	1	1.728	471	1.866	1
27658	3.221	8.855	1.533	4.215	0.005	0	0.476	1	2.1	454	2.749	1
27659	1.096	3.14	0.212	0.606	0.005	0	0.193	1	5.194	451	2.865	1
27660	4.96	12.529	1.776	4.485	0.005	0	0.358	1	2.796	495	2.526	1
27661	4.014	11.793	0.686	2.017	0.005	0	0.171	1	5.857	477	2.938	1
27662	4.52	10.536	1.112	2.592	0.005	0	0.246	1	4.065	468	2.331	1
27663	1.902	5.331	0.301	0.842	0.005	0	0.158	1	6.346	488	2.803	1
27664	3.246	6.486	0.698	1.394	0.005	0	0.215	1	4.649	491	1.998	1
27665	3.823	9.198	0.547	1.315	0.005	0	0.143	1	6.997	497	2.406	1
27666	4.867	10.323	1.007	2.137	0.005	0	0.207	1	4.832	457	2.121	1
27667	3.967	8.862	0.563	1.258	0.005	0	0.142	1	7.052	465	2.234	1
27668	4.288	10.115	1.771	4.177	0.005	0	0.413	1	2.42	495	2.359	1
27669	1.154	3.452	0.564	1.688	0.005	0	0.489	1	2.045	477	2.991	1
27670	1.437	3.611	0.19	0.477	0.005	0	0.132	1	7.566	487	2.513	1
27671	4.726	7.524	0.936	1.49	0.005	0	0.198	1	5.061	487	1.592	1
27672	1.401	3.302	0.181	0.426	0.005	0	0.129	1	7.781	486	2.357	1
27673	4.453	7.45	2.373	3.971	0.005	0	0.533	1	1.877	469	1.673	1
27674	2.407	5.652	1.382	3.244	0.005	0	0.574	1	1.743	451	2.348	1
27675	1.7	2.907	0.26	0.445	0.005	0	0.153	1	6.522	457	1.71	1
27676	4.9	11.368	1.161	2.694	0.005	0	0.237	1	4.22	467	2.32	1
27677	3.478	9.843	0.407	1.152	0.005	0	0.117	1	8.57	469	2.83	1
27678	4.999	13.922	0.935	2.603	0.005	0	0.187	1	5.35	483	2.785	1
27679	2.435	4.595	0.959	1.81	0.005	0	0.394	1	2.541	461	1.887	1
27680	2.142	5.057	1.195	2.822	0.005	0	0.558	1	1.792	486	2.361	1
27681	1.808	4.76	0.929	2.447	0.005	0	0.514	1	1.946	486	2.633	1
27682	4.973	8.21	0.706	1.166	0.005	0	0.142	1	7.049	472	1.651	1
27683	3.679	8.833	0.997	2.394	0.005	0	0.271	1	3.692	499	2.401	1
27684	3.269	7.234	0.422	0.933	0.005	0	0.129	1	7.774	460	2.213	1
27685	4.013	9.318	0.602	1.398	0.005	0	0.15	1	6.66	471	2.322	1
27686	2.19	3.454	0.731	1.154	0.005	0	0.334	1	2.993	498	1.577	1
27687	3.979	9.414	1.464	3.464	0.005	0	0.368	1	2.718	465	2.366	1
27688	2.202	4.472	0.227	0.461	0.005	0	0.103	1	9.717	489	2.031	1
27689	2.246	5.447	0.234	0.566	0.005	0	0.104	1	9.651	495	2.425	1
27690	3.367	6.057	0.737	1.326	0.005	0	0.219	1	4.565	489	1.799	1
27691	1.22	2.68	0.165	0.362	0.005	0	0.135	1	7.408	469	2.197	1
27692	4.797	8.472	0.964	1.703	0.005	0	0.201	1	4.971	451	1.766	1
27693	4.295	12.709	1.134	3.355	0.005	0	0.264	1	3.784	489	2.959	1
27694	4.962	12.633	1.231	3.133	0.005	0	0.248	1	4.033	465	2.546	1
27695	1.074	2.114	0.19	0.374	0.005	0	0.177	1	5.645	490	1.968	1
27696	1.16	2.48	0.313	0.67	0.005	0	0.27	1	3.709	490	2.138	1
27697	2.813	7.95	0.563	1.59	0.005	0	0.2	1	4.996	481	2.826	1
27698	1.505	2.518	0.306	0.511	0.005	0	0.203	1	4.937	471	1.673	1
27699	3.578	8.77	3.124	7.656	0.005	0	0.873	1	1.145	498	2.451	1
27700	3.831	10.244	0.441	1.178	0.005	0	0.115	1	8.668	493	2.674	1
27701	3.62	7.812	0.402	0.867	0.005	0	0.111	1	9.027	457	2.158	1
27702	4.549	11.227	1.915	4.727	0.005	0	0.421	1	2.378	494	2.468	1
27703	3.226	8.2	0.684	1.738	0.005	0	0.212	1	4.72	492	2.542	1
27704	1.957	3.368	0.217	0.374	0.005	0	0.111	1	9.014	461	1.721	1
27705	4.001	11.887	0.4	1.189	0.005	0	0.1	1	9.953	456	2.971	1
27706	4.954	14.168	0.515	1.473	0.005	0	0.104	1	9.607	477	2.86	1
27707	2.941	7.305	1.641	4.076	0.005	0	0.558	1	1.793	490	2.484	1
27708	1.48	2.483	0.266	0.447	0.005	0	0.18	1	5.558	479	1.678	1
27709	2.069	4.372	1.521	3.213	0.005	0	0.735	1	1.361	469	2.113	1
27710	4.436	8.517	0.515	0.988	0.005	0	0.116	1	8.613	475	1.92	1
27711	3.221	6.078	0.525	0.991	0.005	0	0.163	1	6.129	495	1.887	1
27712	4.331	11.334	0.554	1.451	0.005	0	0.128	1	7.83	484	2.617	1
27713	2.927	5.102	0.942	1.643	0.005	0	0.322	1	3.11	480	1.743	1
27714	2.044	3.702	0.323	0.585	0.005	0	0.158	1	6.322	490	1.811	1
27715	4.752	7.922	0.684	1.141	0.005	0	0.144	1	6.922	459	1.667	1
27716	4.152	8.196	0.594	1.172	0.005	0	0.143	1	6.989	450	1.974	1
27717	4.208	10.167	0.673	1.627	0.005	0	0.16	1	6.252	481	2.416	1
27718	4.796	10.302	1.309	2.812	0.005	0	0.273	1	3.669	484	2.148	1
27719	4.42	11.015	0.539	1.344	0.005	0	0.122	1	8.199	451	2.492	1
27720	2.463	7.34	0.49	1.461	0.005	0	0.199	1	5.03	464	2.98	1
27721	2.579	6.251	0.389	0.944	0.005	0	0.151	1	6.637	460	2.424	1
27722	1.172	2.401	0.152	0.312	0.005	0	0.13	1	7.692	467	2.049	1
27723	1.446	2.465	0.226	0.385	0.005	0	0.156	1	6.416	481	1.705	1
27724	2.864	5.015	0.45	0.787	0.005	0	0.157	1	6.351	454	1.751	1
27725	1.305	2.56	0.348	0.684	0.005	0	0.267	1	3.75	485	1.962	1
27726	3.201	8.774	0.397	1.088	0.005	0	0.124	1	8.064	459	2.741	1
27727	3.128	5.784	1.514	2.799	0.005	0	0.484	1	2.067	493	1.849	1
27728	4.952	13.494	0.555	1.511	0.005	0	0.112	1	8.961	472	2.725	1
27729	3.834	6.207	0.468	0.757	0.005	0	0.122	1	8.198	461	1.619	1
27730	3.987	7.26	2.715	4.944	0.005	0	0.681	1	1.468	485	1.821	1
27731	2.792	7.812	0.547	1.531	0.005	0	0.196	1	5.105	454	2.798	1
27732	3.914	9.554	0.975	2.379	0.005	0	0.249	1	4.022	479	2.441	1
27733	3.421	8.351	0.356	0.869	0.005	0	0.104	1	9.588	487	2.441	1
27734	4.923	12.435	3.727	9.413	0.005	0	0.757	1	1.321	497	2.526	1
27735	1.35	2.705	0.352	0.706	0.005	0	0.261	1	3.831	492	2.004	1
27736	1.736	3.354	1.295	2.502	0.005	0	0.746	1	1.34	452	1.932	1
27737	2.044	5.327	0.501	1.305	0.005	0	0.245	1	4.075	458	2.606	1
27738	4.24	9.731	1.662	3.815	0.005	0	0.392	1	2.55	475	2.295	1
27739	3.749	9.954	1.683	4.469	0.005	0	0.449	1	2.227	456	2.655	1
27740	4.74	9.58	1.128	2.28	0.005	0	0.238	1	4.202	477	2.021	1
27741	1.066	2.978	0.163	0.456	0.005	0	0.153	1	6.547	456	2.794	1
27742	2.376	5.493	0.554	1.28	0.005	0	0.233	1	4.288	465	2.312	1
27743	3.776	10.203	0.593	1.602	0.005	0	0.157	1	6.378	477	2.702	1
27744	1.867	3.76	0.377	0.76	0.005	0	0.202	1	4.942	466	2.014	1
27745	4.191	8.759	0.595	1.244	0.005	0	0.142	1	7.045	455	2.09	1
27746	4.679	9.358	0.533	1.067	0.005	0	0.114	1	8.739	485	2.0	1
27747	3.316	5.995	0.434	0.785	0.005	0	0.131	1	7.609	497	1.808	1
27748	2.619	6.993	2.286	6.105	0.005	0	0.873	1	1.146	459	2.67	1
27749	4.791	14.344	1.169	3.5	0.005	0	0.244	1	4.096	466	2.994	1
27750	4.801	9.54	0.739	1.469	0.005	0	0.154	1	6.475	461	1.987	1
27751	2.412	5.304	0.958	2.106	0.005	0	0.397	1	2.52	474	2.199	1
27752	1.397	2.502	0.471	0.843	0.005	0	0.337	1	2.97	472	1.791	1
27753	3.01	8.678	0.316	0.911	0.005	0	0.105	1	9.52	486	2.883	1
27754	2.422	6.195	0.271	0.694	0.005	0	0.112	1	8.934	460	2.558	1
27755	2.188	4.978	0.965	2.195	0.005	0	0.441	1	2.269	470	2.275	1
27756	2.424	4.419	0.492	0.897	0.005	0	0.203	1	4.928	470	1.823	1
27757	4.805	10.254	0.975	2.082	0.005	0	0.203	1	4.92	472	2.134	1
27758	4.607	12.259	0.926	2.464	0.005	0	0.201	1	4.984	484	2.661	1
27759	1.981	5.559	0.561	1.573	0.005	0	0.283	1	3.539	482	2.806	1
27760	4.117	11.89	0.539	1.558	0.005	0	0.131	1	7.617	482	2.888	1
27761	3.106	4.935	0.506	0.804	0.005	0	0.163	1	6.122	477	1.589	1
27762	3.347	7.584	1.513	3.428	0.005	0	0.452	1	2.214	479	2.266	1
27763	1.296	2.311	0.201	0.358	0.005	0	0.155	1	6.461	475	1.783	1
27764	2.384	6.99	0.355	1.042	0.005	0	0.149	1	6.699	481	2.932	1
27765	2.414	3.66	0.352	0.534	0.005	0	0.146	1	6.835	485	1.516	1
27766	2.776	5.172	1.13	2.105	0.005	0	0.407	1	2.456	476	1.863	1
27767	3.221	8.677	2.364	6.369	0.005	0	0.734	1	1.362	495	2.694	1
27768	4.094	10.685	1.028	2.682	0.005	0	0.251	1	3.982	469	2.61	1
27769	1.662	4.863	0.201	0.588	0.005	0	0.121	1	8.287	485	2.926	1
27770	4.578	11.033	0.586	1.412	0.005	0	0.128	1	7.793	455	2.41	1
27771	4.644	11.68	0.534	1.343	0.005	0	0.115	1	8.73	482	2.515	1
27772	1.441	2.369	0.258	0.424	0.005	0	0.179	1	5.599	480	1.644	1
27773	1.22	3.037	0.133	0.331	0.005	0	0.109	1	9.161	483	2.489	1
27774	1.771	4.24	0.234	0.56	0.005	0	0.132	1	7.6	457	2.394	1
27775	3.458	6.823	0.519	1.023	0.005	0	0.15	1	6.651	467	1.973	1
27776	1.479	3.505	0.222	0.526	0.005	0	0.15	1	6.654	496	2.37	1
27777	2.319	4.703	0.663	1.345	0.005	0	0.286	1	3.501	464	2.028	1
27778	4.588	7.997	1.977	3.447	0.005	0	0.431	1	2.318	488	1.743	1
27779	3.251	6.541	0.442	0.89	0.005	0	0.136	1	7.38	498	2.012	1
27780	1.684	3.541	0.246	0.517	0.005	0	0.146	1	6.841	498	2.103	1
27781	4.498	11.816	1.691	4.443	0.005	0	0.376	1	2.663	452	2.627	1
27782	2.472	6.524	0.257	0.678	0.005	0	0.104	1	9.6	455	2.639	1
27783	4.707	8.896	1.502	2.838	0.005	0	0.319	1	3.131	494	1.89	1
27784	3.386	6.701	0.968	1.916	0.005	0	0.286	1	3.495	450	1.979	1
27785	1.014	2.092	0.353	0.728	0.005	0	0.348	1	2.874	483	2.063	1
27786	2.64	4.53	0.412	0.707	0.005	0	0.156	1	6.426	464	1.716	1
27787	3.394	10.151	0.781	2.335	0.005	0	0.23	1	4.345	450	2.991	1
27788	1.828	3.424	0.331	0.62	0.005	0	0.181	1	5.52	481	1.873	1
27789	3.794	10.361	1.04	2.839	0.005	0	0.274	1	3.651	498	2.731	1
27790	4.732	7.363	0.497	0.773	0.005	0	0.105	1	9.547	482	1.556	1
27791	3.583	6.858	0.477	0.912	0.005	0	0.133	1	7.497	494	1.914	1
27792	2.476	3.986	0.493	0.793	0.005	0	0.199	1	5.028	458	1.61	1
27793	3.314	7.947	0.421	1.009	0.005	0	0.127	1	7.86	460	2.398	1
27794	2.483	5.756	0.38	0.881	0.005	0	0.153	1	6.517	452	2.318	1
27795	1.675	4.427	0.377	0.996	0.005	0	0.225	1	4.442	475	2.643	1
27796	3.295	6.906	1.239	2.597	0.005	0	0.376	1	2.66	492	2.096	1
27797	1.985	3.885	0.21	0.412	0.005	0	0.106	1	9.411	473	1.957	1
27798	1.566	3.232	0.247	0.511	0.005	0	0.158	1	6.317	465	2.064	1
27799	3.24	9.066	0.369	1.034	0.005	0	0.114	1	8.775	470	2.798	1
27800	4.934	8.195	0.745	1.237	0.005	0	0.151	1	6.64	488	1.661	1
27801	1.086	2.359	0.218	0.474	0.005	0	0.201	1	4.986	467	2.172	1
27802	4.417	10.627	0.623	1.498	0.005	0	0.141	1	7.087	454	2.406	1
27803	3.513	5.417	2.821	4.35	0.005	0	0.803	1	1.245	470	1.542	1
27804	3.177	8.6	0.518	1.402	0.005	0	0.163	1	6.141	479	2.707	1
27805	3.305	8.461	0.489	1.252	0.005	0	0.148	1	6.754	490	2.56	1
27806	1.899	4.597	1.88	4.551	0.005	0	0.99	1	1.01	491	2.421	1
27807	2.788	4.215	0.937	1.416	0.005	0	0.336	1	2.975	450	1.512	1
27808	1.358	2.417	0.137	0.244	0.005	0	0.101	1	9.933	459	1.78	1
27809	1.504	3.707	0.236	0.582	0.005	0	0.157	1	6.36	498	2.465	1
27810	3.95	9.879	0.861	2.154	0.005	0	0.218	1	4.579	452	2.501	1
27811	1.765	3.133	0.189	0.335	0.005	0	0.107	1	9.355	495	1.775	1
27812	2.501	7.163	0.698	1.998	0.005	0	0.279	1	3.589	472	2.864	1
27813	2.213	3.406	0.341	0.525	0.005	0	0.154	1	6.485	473	1.539	1
27814	4.681	10.991	0.66	1.55	0.005	0	0.141	1	7.094	493	2.348	1
27815	3.351	10.046	1.076	3.225	0.005	0	0.321	1	3.12	459	2.998	1
27816	1.062	1.936	0.13	0.236	0.005	0	0.122	1	8.206	489	1.823	1
27817	2.722	4.271	0.925	1.452	0.005	0	0.34	1	2.938	480	1.569	1
27818	4.456	7.107	0.526	0.839	0.005	0	0.118	1	8.454	471	1.595	1
27819	1.452	3.334	0.335	0.77	0.005	0	0.231	1	4.327	483	2.296	1
27820	1.259	2.254	1.103	1.975	0.005	0	0.876	1	1.142	470	1.79	1
27821	3.111	9.299	1.391	4.157	0.005	0	0.447	1	2.236	466	2.989	1
27822	2.402	3.901	2.049	3.328	0.005	0	0.853	1	1.173	473	1.624	1
27823	1.233	3.115	0.427	1.078	0.005	0	0.346	1	2.894	499	2.526	1
27824	2.575	4.653	1.609	2.908	0.005	0	0.625	1	1.601	479	1.807	1
27825	2.849	6.419	0.308	0.693	0.005	0	0.108	1	9.23	493	2.253	1
27826	2.966	8.474	0.377	1.076	0.005	0	0.127	1	7.866	480	2.857	1
27827	2.201	5.709	0.977	2.535	0.005	0	0.444	1	2.253	451	2.594	1
27828	3.528	6.629	0.614	1.153	0.005	0	0.174	1	5.748	451	1.879	1
27829	1.177	3.039	0.37	0.954	0.005	0	0.314	1	3.188	460	2.582	1
27830	4.121	7.142	0.783	1.357	0.005	0	0.19	1	5.273	484	1.733	1
27831	4.405	7.493	0.586	0.997	0.005	0	0.133	1	7.537	461	1.701	1
27832	1.016	2.701	0.472	1.256	0.005	0	0.465	1	2.149	454	2.658	1
27833	1.017	1.617	0.355	0.564	0.005	0	0.349	1	2.868	469	1.59	1
27834	2.118	3.804	0.275	0.495	0.005	0	0.13	1	7.67	499	1.796	1
27835	3.681	8.452	0.607	1.395	0.005	0	0.165	1	6.077	461	2.296	1
27836	1.99	4.231	1.26	2.678	0.005	0	0.633	1	1.58	484	2.126	1
27837	4.939	9.922	1.758	3.532	0.005	0	0.356	1	2.811	462	2.009	1
27838	1.212	2.326	0.167	0.321	0.005	0	0.138	1	7.245	467	1.919	1
27839	1.898	3.847	0.833	1.689	0.005	0	0.439	1	2.278	485	2.027	1
27840	2.784	5.111	1.228	2.254	0.005	0	0.441	1	2.27	471	1.836	1
27841	4.52	8.1	0.814	1.458	0.005	0	0.18	1	5.568	476	1.792	1
27842	4.577	11.525	1.217	3.066	0.005	0	0.266	1	3.753	485	2.518	1
27843	1.912	3.13	0.478	0.782	0.005	0	0.25	1	3.998	488	1.637	1
27844	1.89	4.976	0.206	0.542	0.005	0	0.109	1	9.187	494	2.633	1
27845	3.744	10.401	1.131	3.141	0.005	0	0.302	1	3.31	471	2.778	1
27846	1.02	1.832	0.447	0.802	0.005	0	0.438	1	2.283	458	1.796	1
27847	1.452	4.01	0.343	0.946	0.005	0	0.236	1	4.241	489	2.762	1
27848	1.858	5.442	0.204	0.599	0.005	0	0.11	1	9.116	461	2.929	1
27849	3.398	7.754	0.36	0.822	0.005	0	0.106	1	9.409	474	2.282	1
27850	3.06	7.292	0.309	0.736	0.005	0	0.101	1	9.878	452	2.383	1
27851	1.086	2.581	0.112	0.266	0.005	0	0.103	1	9.707	491	2.377	1
27852	4.801	7.998	1.191	1.984	0.005	0	0.248	1	4.037	481	1.666	1
27853	3.433	7.405	0.457	0.985	0.005	0	0.133	1	7.536	483	2.157	1
27854	3.801	7.663	2.558	5.157	0.005	0	0.673	1	1.486	489	2.016	1
27855	3.84	7.165	0.461	0.86	0.005	0	0.12	1	8.315	486	1.866	1
27856	2.7	7.028	0.608	1.581	0.005	0	0.225	1	4.437	459	2.603	1
27857	2.775	7.57	2.164	5.905	0.005	0	0.78	1	1.282	477	2.728	1
27858	4.659	10.348	1.449	3.218	0.005	0	0.311	1	3.211	468	2.221	1
27859	2.738	7.603	0.835	2.319	0.005	0	0.305	1	3.282	465	2.777	1
27860	2.111	4.188	0.251	0.498	0.005	0	0.119	1	8.38	482	1.984	1
27861	2.841	5.583	0.724	1.424	0.005	0	0.255	1	3.929	450	1.965	1
27862	3.991	9.331	0.635	1.484	0.005	0	0.159	1	6.283	459	2.338	1
